/X/XX/XXXH/xxxHOLiC Rei$xxxHoLic/Rei
/Souda, Baikoku Shiyou Tensai Ouji no Akaji Kokka Saisei Jutsu$The Genius Prince's Guide to Raising a Nation Out of Debt
/Kuma Kuma Kuma Bear$Kuma Kuma Kuma Bear
/Can't Defy The Lonely Girl$Can't Defy The Lonely Girl (Lonely Girl ni Sakaraenai)
/Tadokoro-san (Web Comic)$Tadokoro-san (Web Comic)
/Tadokoro-san$Tadokoro-san
/Kanako's Life as an Assassin$Happy Kanako's Killer Life
/Even If It Was Just Once, I Regret It$Even If It Was Just Once, I Regret It
/The Sheep Princess in Wolf's Clothing$The Sheep Princess in Wolf's Clothing
/Hazure Waku no Joutai Ijou Skill de Saikyou ni Natta Ore ga Subete wo Juurin Suru made$Failure Frame - I Became the Strongest and Annihilated Everything with Low-Level Spells
/Anemone is in Heat$Anemone is in Heat
/Mimi Mix!$Mimi Mix!
/Cheat Kusushi no Slow Life Isekai ni Tsukurou$Drugstore in Another World - The Slow Life of a Cheat Pharmacist
/My Unique Skill Makes Me OP even at Level 1$My Unique Skill Makes Me OP Even at Level 1
/Vampeerz$Vampeerz
/Kuro no Shoukanshi$Black Summoner (Kuro no Shoukanshi)
/What Should I Do If I've Signed a Marriage Contract with the Elven Princess$What Should I Do If I've Signed a Marriage Contract with the Elven Princess
/Urasekai Picnic$Otherside Picnic (Urasekai Picnic)
/Fusoroi no Renri$Rationalism of Irregularities (Fusoroi no Renri)
/Fuzoroi no Renri$Rationalism of Irregularities (Fuzoroi no Renri)
/Hanging Out with a Gamer Girl$Hanging Out with a Gamer Girl
/Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba ii$An Archdemon's Dilemma - How to Love Your Elf Bride
/Snow White with the Red Hair$Snow White with the Red Hair (Akagami no Shirayukihime)
/The Greatest Demon Lord Is Reborn as a Typical Nobody$The Greatest Demon Lord Is Reborn as a Typical Nobody
/Chillin' in Another World with Level 2 Super Cheat Powers$Lv2 kara Cheat datta Moto Yuusha Kouho no Mattari Isekai Life
/My Food Seems To Be Very Cute$My Food Seems To Be Very Cute/My Food Seems To Be Very Cute (Kings & Queens)
/My Food Looks Very Cute$My Food Seems To Be Very Cute/My Food Seems To Be Very Cute (Kings & Queens)
/Watashi no Kobushi wo Uketomete!$Accept My Fist of Love! (Watashi no Kobushi wo Uketomete!)
/Negai wo Kanaete Moraou to Akuma wo Shoukan Shitakedo, Kawaikattanode Kekkonshimashita ~ Akuma no Niidzuma ~$I Summoned The Devil To Grant Me a Wish, But I Married Her Instead Since She Was Adorable ~My New Devil Wife~
/Cheerful Amnesia$Cheerful Amnesia
/Ore no Imouto ga Konnani Kawaii Wake ga Nai Kuroneko If$My Little Sister Can't Be This Cute - Kuroneko If
/The Apothecary Diaries$The Apothecary Diaries (Kusuriya no Hitorigoto)
/Arifureta Shokugyou de Sekai Saikyou$Arifureta - From Commonplace to World's Strongest
/Tales of Wedding Rings$Tales of Wedding Rings (Kekkon Yubiwa Monogatari)
/Welcome to Japan, Ms. Elf!$Welcome to Japan, Ms. Elf!
/Maou Gun Saikyou no Majutsushi wa Ningen datta$The Maou Army's Strongest Magician Was a Human (Maou Gun Saikyou no Majutsushi wa Ningen datta)
/Kaguya-sama wa Kokurasetai Tensai-tachi no Renai Zunousen$Kaguya-sama - Love Is War (Kaguya-sama wa Kokurasetai Tensai-tachi no Renai Zunousen)
/Aoi Hana$Sweet Blue Flowers (Aoi Hana)
/LaLa$LaLa
/The Irregular of the Royal Academy of Magic$The Irregular of the Royal Academy of Magic
/Wortenia Senki$Record of Wortenia War
/Luminous=Blue$Luminous=Blue
/The Hero Who Returned Remains the Strongest in the Modern World$The Hero Who Returned Remains the Strongest in the Modern World
/Elfen Lied$Elfen Lied
/Nanatsu no Maken ga Shihai Suru$Reign of the Seven Spellblades
/A Tale of the Secret Saint$A Tale of the Secret Saint
/Yuusha Shoukan ni Makikomareta kedo, Isekai wa Heiwa deshita$I Got Caught Up in a Hero Summons, but the Other World Was at Peace!
/Adachi to Shimamura$Adachi and Shimamura
/Swap ⇔ Swap$Swap ⇔ Swap
/Shikkaku Mon no Saikyou Kenja - Sekai Saikyou no Kenja ga Sara ni Tsuyoku naru Tame ni Tensei Shimashita$The Strongest Sage with the Weakest Crest
/Kekkaishi e no Tensei$Reborn as a Barrier Master
/Handsome Girl and Sheltered Girl$Handsome Girl and Sheltered Girl
/Lilies, Voice, Wear Wind$Lilies, Voice, Wear Wind
/A Hundred Scenes of Girls Love$A Hundred Scenes of Girls Love
/The Holy Grail of Eris$The Holy Grail of Eris
/In the Land of Leadale$In the Land of Leadale
/Lily$Lily
/Yuusha, Yamemasu$I'm Quitting Heroing (Yuusha, Yamemasu)
/Shokei Shoujo no Virgin Road$The Executioner and Her Way of Life (Shokei Shoujo no Virgin Road)
/Himawari-san$Miss Sunflower (Himawari-san)
/A Girl Who Can't Speak Thinks She Is Too Kind$A Girl Who Can't Speak Thinks She Is Too Kind
/The Most Heretical Last Boss Queen Who Will Become the Source of Tragedy Will Devote Herself for the Sake of the People$The Most Heretical Last Boss Queen - From Villainess to Savior
/Gal Gohan$Gal Gohan
/Level 1 Player$Level 1 Player
/Kimi ga Shinu Made Koi wo Shitai$My Wish Is To Fall In Love Until You Die (Kimi ga Shinu Made Koi wo Shitai)
/Hundred Demon Spectrum$Hundred Demon Spectrum
/Welcome to the Cheap Restaurant of Outcasts!$Welcome to the Outcast's Restaurant!
/GGWP. ~Young Ladies Don't Play Fighting Games~$Young Ladies Don't Play Fighting Games
/Isekai de Slow Life wo (Ganbou)$Slow Life in Another World (I Wish!)
/Liberta$Liberta
/Kimi to Tsuzuru Utakata$The Summer You Were There (Kimi to Tsuzuru Utakata)
/Kage no Jitsuryokusha ni Naritakute$The Eminence in Shadow (Kage no Jitsuryokusha ni Naritakute)
/Koori Zokusei Danshi to Cool na Douryo Joshi$Ice Guy and the Cool Female Colleague (Koori Zokusei Danshi to Cool na Douryo Joshi)
/My Cute Little Kitten$My Cute Little Kitten
/My Dear Lass$My Dear Lass
/There's No Way I Can Have a Lover! Or Maybe There Is!$There's No Way I Can Have a Lover! Or Maybe There Is!
/Please Bully Me, Miss Villainess!$Please Bully Me, Miss Villainess!
/The Magical Revolution of the Reincarnated Princess and the Genius Young Lady$The Magical Revolution of the Reincarnated Princess and the Genius Young Lady
/Yuusha Party ni Kawaii Ko ga Ita no de, Kokuhaku Shite Mita$Yuusha Party ni Kawaii Ko ga Ita no de, Kokuhaku Shite Mita
/Slow Life In Another World (I Wish!)$Slow Life in Another World (I Wish!)
/Takane-san and Arashi-chan$Takane-san and Arashi-chan
/Otonari no Tenshi-sama ni Itsu no Ma ni ka Dame Ningen ni Sareteita Ken$The Angel Next Door Spoils Me Rotten
/Handyman Saitou in Another World$Handyman Saitou in Another World
/Futari Escape$Futari Escape
/Ijiranaide, Nagatoro-san$Don't Toy with Me, Miss Nagatoro (Ijiranaide, Nagatoro-san)
/Isekai Meikyuu de Harem o$Harem in the Labyrinth of Another World (Isekai Meikyuu de Harem o)
/100 Days of Yuri Challenge$100 Days of Yuri Challenge
/Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru ~Level Up wa Jinsei wo Kaeta~$I Got a Cheat Skill in Another World and Became Unrivaled in The Real World, Too
/Dungeon no Osananajimi$Dungeon Friends Forever (Dungeon no Osananajimi)
/Dore ga Koi Ka ga Wakaranai$I Don't Know Which Is Love (Dore ga Koi Ka ga Wakaranai)
/Tensei Kenja no Isekai Life$My Isekai Life
/My New Friend Wasn't What I Expected$My New Friend Wasn't What I Expected
/Show Me Your Bust$Show Me Your Bust
/Bocchi the Rock!$Bocchi the Rock!
/Ame Demo Hare Demo$Come Rain or Shine (Ame Demo Hare Demo)
/A Yuri Story About a Girl Who Insists It's Impossible for Two Girls to Get Together Completely Falling Within 100 Days$A Yuri Story About a Girl Who Insists It's Impossible for Two Girls to Get Together Completely Falling Within 100 Days
/Fate／Apocrypha$Fate/Fate Apocrypha
/The Guy She Was Interested in Wasn't a Guy at All$The Guy She Was Interested in Wasn't a Guy at All
/Childhood Friend, Big Love$Childhood Friend, Big Love
/The Wrong Way to Use Healing Magic$The Wrong Way to Use Healing Magic
/Kajiya de Hajimeru Isekai Slow Life$My Quiet Blacksmith Life in Another World (Kajiya de Hajimeru Isekai Slow Life)
/Happiness Rides a Broomstick$Happiness Rides a Broomstick
/Mezametara Saikyou Soubi to Uchuusen-mochi Datta no de, Ikkodate Mezashite Youhei Toshite Jiyuu ni Ikitai$Reborn as a Space Mercenary - I Woke Up Piloting the Strongest Starship!
/The Cool Classmate ◯◯ Years Later$The Cool Classmate ◯◯ Years Later
/Genkai Level 1 kara no Nariagari ~Saijaku Level no Ore ga Isekai Saikyou ni Naru made$I'm Capped at Level 1! Thus Begins My Journey to Become the World’s Strongest Badass!
/Senpai, Oishiidesu ka$Senpai, Does It Taste Good (Senpai, Oishiidesu ka)
/Snow Thaw & Love Letter$Snow Thaw & Love Letter
/More Than Friends$More Than Friends
/I'm the Villainess, but I'm Being Captured by the Heroine! Anthology$I'm the Villainess, but I'm Being Captured by the Heroine! Anthology
/Kōryakuhon o Kushi Suru Saikyō no Mahōtsukai ~Meirei sa Sero to wa Iwa Senai Oreryū Maō Tōbatsu Saizen Rūto ~$The Strongest Wizard Making Full Use of the Strategy Guide
/Isekai de Café wo Kaiten Shimashita$I Opened a Café in Another World (Isekai de Café wo Kaiten Shimashita)
/Itsudemo Jitaku Ni Kaereru Ore Wa, Isekai De Gyoushounin O Hajimemashita$Peddler in Another World - I Can Go Back to My World Whenever I Want
/Tondemo Skill de Isekai Hourou Meshi$Campfire Cooking in Another World with My Absurd Skill
/Ichigo no Haitta Soda-sui$Strawberry in Soda Water (Ichigo no Haitta Soda-sui)
/Onna Tomodachi to Kekkon Shitemita$I Married My Female Friend (Onna Tomodachi to Kekkon Shitemita)
/Warning! Beware of the Dog$Warning! Beware of the Dog
/Yume de Furarete Hajimaru Yuri$Our Yuri Started with Me Getting Rejected in a Dream (Yume de Furarete Hajimaru Yuri)
/2DK, G-pen, Alarm clock$2DK, G-pen, Alarm clock
/Maitsuki, Niwatsuki, Ooyatsuki$Monthly in the Garden with My Landlord (Maitsuki, Niwatsuki, Ooyatsuki)
/Kimi to Shiranai Natsu ni Naru$Throw Away the Suit Together (Kimi to Shiranai Natsu ni Naru)
/Ningen ni Koisuru Shinigami-chan$The Grim Reaper Falls in Love With a Human (Ningen ni Koisuru Shinigami-chan)
/Bungou Stray Dogs$Bungo Stray Dogs
/Mahou Senki Lyrical Nanoha Force$Nanoha/Mahou Senki Lyrical Nanoha Force (2009)
/Goukaku no Tame no! Yasashii Sankaku Kankei Nyuumon$An Easy Introduction to Love Triangles (To Pass the Exam!) (Goukaku no Tame no! Yasashii Sankaku Kankei Nyuumon)
/Convenient Semi-Friend$Convenient Semi-Friend
/Please Go Home! Akutsu-san$Please Go Home! Akutsu-san
