"MangaID"$"MangaName"$"FollowedDate"
"43c1fcbc-5196-4fe8-98db-0ddbc90c41bb"$"I'm Glad They Kicked Me From The Hero's Party... but Why're you following me, Great Saintess?"$"2024-11-20T18:12:46.716465+00:00"
"3204ed26-30e0-46c7-a8bf-1600f17b2ab8"$"Tsuki 50-man Moratte mo Ikigai no nai Tonari no Onee-san ni 30-man de Yatowarete ""Okaeri"" tte Iu Oshigoto ga Tanoshii"$"2024-11-20T18:12:47.405877+00:00"
"5227abca-3d3d-4456-92ff-e67f6e8eb0ee"$"School Zone"$"2024-11-20T18:12:48.506760+00:00"
"28ed63af-61f8-43af-bac3-762030c72963"$"Uchi no Kaisha no Chiisai Senpai no Hanashi (Pre-Serialization)"$"2024-11-20T18:12:49.468212+00:00"
"53284055-d529-476a-a3e2-63d4c684f5d1"$"Show Me Your Bust"$"2024-11-20T18:12:50.055952+00:00"
"0e017a08-835a-4cbe-ba63-576d5010a5a0"$"Kuma Kuma Kuma Bear"$"2024-11-20T18:12:50.998751+00:00"
"348966d0-c807-45cf-9260-8adf006a9da6"$"Kono Bijutsubu ni wa Mondai ga Aru!"$"2024-11-20T18:12:54.670752+00:00"
"4754fc66-6bcb-4cc3-98ec-10f585cc55f3"$"Moto-Sekai Ichii Sub-chara Ikusei Nikki ~Hi-Player, Isekai wo Kouryaku-chu!~"$"2024-11-20T18:12:55.321400+00:00"
"6b06fe1e-ff99-4c8d-be0b-5ad2a4df7603"$"Kajiya de Hajimeru Isekai Slow Life"$"2024-11-20T18:12:56.694694+00:00"
"67b35ba4-9c53-4957-91e7-4f7884e4b412"$"Kobayashi-san Chi no Maid Dragon"$"2024-11-20T18:12:58.666042+00:00"
"0a5d1769-7401-43fb-9b0e-26f3be6ca6ba"$"I'm a Part-Timer for the Gods"$"2024-11-20T18:13:00.280096+00:00"
"10db587f-a232-485d-b4a8-68ee0cb15e3c"$"2DK, G-pen, Alarm clock."$"2024-11-20T18:13:00.939948+00:00"
"6ce4c88e-381e-4c4a-a858-7585fff92f47"$"Bokutachi wa Benkyou ga Dekinai"$"2024-11-20T18:13:04.404382+00:00"
"0296dc0b-7635-4154-927a-33c2244c4503"$"Yahari Ore no Seishun Love Come wa Machigatteiru.: Monologue"$"2024-11-20T18:13:05.706424+00:00"
"00b64b8f-cb7e-4322-9855-3669fe210ac7"$"Genkai Level 1 kara no Nariagari ~Saijaku Level no Ore ga Isekai Saikyou ni Naru made"$"2024-11-20T18:13:10.251056+00:00"
"5412816d-a3c9-4bab-956b-b08d1f8f41f6"$"Fuzoroi no Renri"$"2024-11-20T18:13:11.211851+00:00"
"0aea9f43-d4a9-4bf7-bebc-550a512f9b95"$"Shikimori's Not Just a Cutie"$"2024-11-20T18:13:13.577661+00:00"
"48863213-086b-4dfb-8103-8e279b8e5f5d"$"Watashi o Tabetai, Hitodenashi"$"2024-11-20T18:13:14.815995+00:00"
"1aaa0a4b-78bc-4f39-aa20-145766f83092"$"Welcome to Japan, Ms. Elf!"$"2024-11-20T18:13:47.120276+00:00"
"3f1453fb-9dac-4aca-a2ea-69613856c952"$"Tamen de Gushi"$"2024-11-20T18:13:48.705173+00:00"
"58bc83a0-1808-484e-88b9-17e167469e23"$"Lv2 kara Cheat datta Moto Yuusha Kouho no Mattari Isekai Life"$"2024-11-20T18:13:49.386319+00:00"
"4022b517-658e-4dc8-978c-bc84d5fc3457"$"Nidome no Jinsei o Isekai de"$"2024-11-20T18:13:50.040200+00:00"
"53fc44bd-b97c-4878-8c65-c1192f1fcb80"$"I'm the Villainess, but I'm Being Captured by the Heroine?! Anthology"$"2024-11-20T18:13:50.643268+00:00"
"051e6a66-7373-4583-98b6-b746153041e9"$"Doughnuts Under a Crescent Moon"$"2024-11-20T18:13:51.196292+00:00"
"66b0511a-528c-43de-b572-a7ff7a30ebd9"$"Cool na Doukyuusei no ◯◯ Nengo…"$"2024-11-20T18:13:52.687546+00:00"
"5ec0922a-4869-4e6b-a154-2307945cc406"$"Genkai OL-san wa Akuyaku Reijou-sama ni Tsukaetai"$"2024-11-20T18:13:53.401799+00:00"
"55ace2fb-e157-4d76-9e72-67c6bd762a39"$"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba ii?"$"2024-11-20T18:14:43.367615+00:00"
"141609b6-cf86-4266-904c-6648f389cdc9"$"RuriDragon"$"2024-11-20T18:14:47.547327+00:00"
"5ed171d9-d5e0-47e0-b847-493cdda9db29"$"Akuyaku Onzoushi no Kanchigai Seija Seikatsu - Nidome no Jinsei wa Yaritai Houdai Shitai Dake na no ni"$"2024-11-20T18:14:48.304939+00:00"
"544240b7-557d-4f86-bcc0-28ad5fa99795"$"Isekai de Slow Life wo (Ganbou)"$"2024-11-20T18:14:48.977403+00:00"
"248525ed-ad1c-4ddc-a834-5d6ce66a3ad2"$"Arifureta Shokugyou de Sekai Saikyou"$"2024-11-20T18:14:49.690093+00:00"
"37f5cce0-8070-4ada-96e5-fa24b1bd4ff9"$"Kaguya-sama: Love is War"$"2024-11-20T18:14:51.631098+00:00"
"23a84f79-368c-44ca-8a8f-57103b9a5628"$"Tou no Kanri o Shite Miyou"$"2024-11-20T18:14:52.378002+00:00"
"50b60dde-7260-418c-9c5e-18a8a78c70b4"$"Mahou Shoujo Lyrical Nanoha INNOCENT"$"2024-11-20T18:14:53.044891+00:00"
"61ffa74c-26a2-4a17-8f73-58708e336be5"$"Hundred Demon Spectrum"$"2024-11-20T18:14:53.588519+00:00"
"4d7c3b03-7352-4575-97ad-b20cd8a2e4a0"$"Kyou no Cerberus"$"2024-11-20T18:14:54.106183+00:00"
"6de510fb-cb39-45e9-8548-b211cdb0b771"$"Dantalian no Shoka"$"2024-11-20T18:14:54.660610+00:00"
"24c0f6c0-ec09-4b83-ab52-a855283bb6e3"$"The Genius Prince's Guide to Raising a Nation Out of Debt"$"2024-11-20T18:14:55.212193+00:00"
"566a584f-edc5-41fd-a37e-14c3f1a25fb7"$"Takane-san and Arashi-chan"$"2024-11-20T18:14:55.840751+00:00"
"2ba01ee0-5d82-4822-80ce-c7d1a579af01"$"Private Life is Theirs Alone. Celebrity x Yuri Anthology"$"2024-11-20T18:14:56.395948+00:00"
"27589628-3704-468f-a464-361a8a76c3aa"$"Isekai de Café wo Kaiten Shimashita"$"2024-11-20T18:14:59.582521+00:00"
"6a80c457-cea3-49a5-9a60-0ee0e5ad4cb5"$"Kemono Michi"$"2024-11-20T18:15:00.595556+00:00"
"195023bf-cf9a-4772-94ef-09dd6eddea84"$"Mahoutsukai no Yome"$"2024-11-20T18:15:03.431282+00:00"
"05ccee57-de43-4e77-8381-253ff81f6cd5"$"Fate/Apocrypha"$"2024-11-20T18:15:04.117949+00:00"
"1f5a94b3-08f9-4b58-8354-db5cf22043d6"$"Gaikotsu Kishi-sama, Tadaima Isekai e Odekake-chuu"$"2024-11-20T18:15:05.384857+00:00"
"43df19d5-0990-46ec-9367-ea29c502e7bb"$"Ame Demo Hare Demo"$"2024-11-20T18:15:05.940633+00:00"
"5ab2e6ce-d371-4f0b-aff2-504dfcc93c9f"$"Tadokoro-san"$"2024-11-20T18:15:06.572559+00:00"
"6a528a50-491b-4a88-81ac-50d92c182089"$"Anata wa Watashi no Geboku desu – Neko to Geboku no Himitsu no Kankei"$"2024-11-20T18:15:07.095907+00:00"
"4aee683e-ad5f-4fdb-a803-b873a806a28c"$"Onna dakara, to Party wo Tsuihou Sareta no de Densetsu no Majo to Saikyou Tag wo Kumimashita"$"2024-11-20T18:15:08.492642+00:00"
"69060a67-1d4e-4110-9d29-838bfd99917f"$"Bloom Into You"$"2024-11-20T18:15:09.780210+00:00"
"3b8e4dc5-bffa-4382-a23c-be97c44ab4e2"$"GATE - Jieitai Kanochi nite, Kaku Tatakaeri"$"2024-11-20T18:15:13.932492+00:00"
"32fdfe9b-6e11-4a13-9e36-dcd8ea77b4e4"$"Rent-A-Girlfriend"$"2024-11-20T18:15:16.594584+00:00"
"4a4786cf-c185-4ad3-89a9-294a1ec0bfc9"$"Iron Ladies"$"2024-11-20T18:15:23.650017+00:00"
"1b1ea715-c8f2-437d-ab86-6dec2b2b77ab"$"Immortal Swordsman In The Reverse World"$"2024-11-20T18:15:24.750220+00:00"
"0b171f64-89a5-4c37-b5f9-75cca57e8787"$"Hazure Waku no [Joutai Ijou Skill] de Saikyou ni Natta Ore ga Subete o Juurin Suru made"$"2024-11-20T18:15:25.595645+00:00"
"0081e3dd-bf93-4bd4-aa95-3e8c0f1dfa31"$"Snow Thaw & Love Letter"$"2024-11-20T18:15:26.137793+00:00"
"3d25d7da-893f-400e-9aeb-6163773c671a"$"Mousou Telepathy"$"2024-11-20T18:15:35.883542+00:00"
"024af7a5-f8ad-4b67-b950-b1708f52b018"$"Yuusha Party ni Kawaii Ko ga Ita no de, Kokuhaku Shite Mita"$"2024-11-20T18:15:36.972591+00:00"
"30f3ac69-21b6-45ad-a110-d011b7aaadaa"$"Tonikaku Kawaii"$"2024-11-20T18:15:38.468168+00:00"
"3fba42cf-2ad6-4c30-a7ab-46cb8149208a"$"Bungou Stray Dogs"$"2024-11-20T18:15:39.637902+00:00"
"22d6d048-9f9f-4c3a-95c2-3b145f110e20"$"I'm in Love with the Villainess"$"2024-11-20T18:15:40.832727+00:00"
"1d2967dd-d157-4cbb-84ed-ea7cf7140d14"$"Yume de Furarete Hajimaru Yuri"$"2024-11-20T18:15:41.618163+00:00"
"2e0fdb3b-632c-4f8f-a311-5b56952db647"$"Bocchi the Rock!"$"2024-11-20T18:15:42.814184+00:00"
"6a468761-5bd6-4de0-a0cb-47cb456ac2e0"$"A Returner's Magic Should Be Special"$"2024-11-20T18:15:46.323615+00:00"
"65263bf9-4f87-4513-b72f-ad6436b3911c"$"Otaku ni Koi wa Muzukashii"$"2024-11-20T18:15:47.121291+00:00"
"846d0e26-e30f-4da6-9251-73f22e9ddc77"$"Mahou Shoujo Lyrical Nanoha Vivid Life"$"2024-11-20T18:15:47.894492+00:00"
"750ae38c-9bc4-4a5d-9026-af1eea44ed3b"$"Cat Maid and Mistress"$"2024-11-20T18:15:48.435566+00:00"
"99293af2-7810-4e30-9a13-d12306b05b91"$"Mimi Mix!"$"2024-11-20T18:15:48.982626+00:00"
"893183a0-27f3-4607-ab80-22be51ea25d9"$"Chiisana Mori no Ookami-chan"$"2024-11-20T18:15:50.535139+00:00"
"ae19717e-e443-42bd-b9f7-d15417431bb0"$"Level 1 Player"$"2024-11-20T18:15:51.674903+00:00"
"7cc6c48f-ba3a-4b7a-8817-8ae28204e9e8"$"DICE: The Cube That Changes Everything"$"2024-11-20T18:15:56.932289+00:00"
"c5a4bab0-87f0-4843-b49a-603ca52f9ef5"$"My Mobster Girlfriend"$"2024-11-20T18:15:58.113383+00:00"
"8d163365-15a6-4031-8671-29a11e3b6d69"$"Koushaku Reijou no Tashinami"$"2024-11-20T18:15:58.760258+00:00"
"8d612ce8-2d6f-464b-8d0d-98c0352cc146"$"Yamada and Kase-san."$"2024-11-20T18:15:59.388555+00:00"
"a44afe37-24fd-44b8-874e-17e8a24ca3ca"$"Dekisokonai no Himegimi-tachi"$"2024-11-20T18:16:00.003938+00:00"
"837e01d6-f59b-4c2a-b9f7-68469215d0c6"$"Handyman Saitou in Another World"$"2024-11-20T18:16:01.069431+00:00"
"76827d5e-30e5-4d54-be68-102cd4366853"$"""Hitokiri"" Shoujo Koushaku Reijou no Goei ni Naru"$"2024-11-20T18:16:01.595722+00:00"
"70fe972b-3c88-4165-b9a5-3db96d6d2c14"$"The Strongest Sage with the Weakest Crest"$"2024-11-20T18:16:02.330518+00:00"
"90b88312-18b2-4a87-99fd-ccca64288e7b"$"Nukoduke!"$"2024-11-20T18:16:04.125163+00:00"
"c6bbbeca-f4fd-4595-9d4d-4ba31370d08c"$"Otome Game no Hametsu Flag shika nai Akuyaku Reijou ni Tensei shite shimatta..."$"2024-11-20T18:16:04.860066+00:00"
"7daf8dd0-6cc0-4b8f-8af0-a330af9a9bd5"$"Futari Escape"$"2024-11-20T18:16:05.430179+00:00"
"8368162b-a57e-4374-877a-926d42c683df"$"Doctor Elise"$"2024-11-20T18:16:06.037082+00:00"
"a9316e33-94ad-4388-9b30-eaf41990a076"$"Futaribeya"$"2024-11-20T18:16:07.253105+00:00"
"77fd8118-61b0-4b1f-95a6-2b839d754f81"$"Tensei Shitara Ken Deshita"$"2024-11-20T18:16:07.958986+00:00"
"74088ca4-48ea-4c09-8df0-2943708b1c0c"$"Gabriel DropOut"$"2024-11-20T18:16:09.636748+00:00"
"8ffbfa2f-23fa-4490-848e-942581a4d873"$"Tadokoro-san (Web Comic)"$"2024-11-20T18:16:10.677492+00:00"
"af6b26ab-b3dd-4e87-8a7a-7fd988482eb2"$"Swap ⇔ Swap"$"2024-11-20T18:16:11.276720+00:00"
"77bee52c-d2d6-44ad-a33a-1734c1fe696a"$"Kage no Jitsuryokusha ni Naritakute!"$"2024-11-20T18:16:13.029703+00:00"
"8791c515-0245-4fcc-81cc-22863a0aba6b"$"Mezametara Saikyou Soubi to Uchuusenmochi Datta node, Ikkodate Mezashite Youhei toshite Jiyuu ni Ikitai"$"2024-11-20T18:16:13.745929+00:00"
"ade0306c-f4b6-4890-9edb-1ddf04df2039"$"Solo Leveling: Ragnarok"$"2024-11-20T18:16:14.778276+00:00"
"bc86a871-ddc5-4e42-812a-ccd38101d82e"$"Hana ni Arashi"$"2024-11-20T18:16:16.069193+00:00"
"6fe56296-e980-4321-8a7b-bc8b4e2750c8"$"Ookami no Kawa o Kabutta Hitsujihime"$"2024-11-20T18:16:16.634552+00:00"
"9422a147-c0c8-400d-9106-57cb8ece3dba"$"Kimi wa Meido-sama"$"2024-11-20T18:16:17.776187+00:00"
"76ee7069-23b4-493c-bc44-34ccbf3051a8"$"Tomo-chan wa Onna no ko!"$"2024-11-20T18:16:33.077679+00:00"
"bc998000-171b-4fbe-9dd8-570e56c0845d"$"Monthly in the Garden with My Landlord"$"2024-11-20T18:16:33.656867+00:00"
"737a846b-2e67-4d63-9f7e-f54b3beebac4"$"Kaette Kudasai! Akutsu-san"$"2024-11-20T18:16:35.599227+00:00"
"b39ef0c3-2e50-4209-938d-17f9c080266e"$"Suzumiya Haruhi - Dousei (Doujinshi)"$"2024-11-20T18:16:36.292696+00:00"
"b54c1fe5-61f3-47db-898d-8e4fc58ac204"$"WORKING!!"$"2024-11-20T18:16:40.722791+00:00"
"a9a125c7-7090-4a1e-8a87-9b63227b651f"$"Tenseishita Daiseijo wa, Seijo Dearu Koto o Hitakakusu: A Tale of The Great Saint"$"2024-11-20T18:16:41.243709+00:00"
"9127461c-211e-4a8d-adfa-68eac68be7fa"$"Ichiban Ushiro no Daimaou"$"2024-11-20T18:16:42.500424+00:00"
"c4aee523-1ee8-4997-ac39-d368d5007ad6"$"Lilies, Voice, Wear Wind"$"2024-11-20T18:16:43.034601+00:00"
"b6b87e4d-c1cc-4d0b-8588-df715dd98624"$"In the Land of Leadale"$"2024-11-20T18:16:43.573268+00:00"
"afc939f8-fea2-4d46-baa3-dd00520abc73"$"Demi-chan wa Kataritai"$"2024-11-20T18:16:48.125256+00:00"
"7af7cbd5-6c77-4c9e-9163-7f01dd6e1cc6"$"Maou Gun Saikyou no Majutsushi wa Ningen datta"$"2024-11-20T18:16:48.977040+00:00"
"71d51fb0-fc54-400a-8819-c12ae212ed73"$"Happiness Rides a Broomstick"$"2024-11-20T18:16:49.703459+00:00"
"b15632d7-88d0-4233-9815-c01e75cabda8"$"Rascal Does Not Dream of Bunny Girl Senpai"$"2024-11-20T18:16:50.642957+00:00"
"aa2ab98e-04d5-40d2-bd6c-93d92e41c742"$"Welcome to the Cheap Restaurant of Outcasts!"$"2024-11-20T18:16:51.290078+00:00"
"8bd19e5c-94f7-4368-a918-50f463857446"$"Kuroshitsuji"$"2024-11-20T18:16:53.607430+00:00"
"98052ef1-49a9-4722-a8f5-60baac437e2e"$"The Devil Is a Part-Timer!"$"2024-11-20T18:16:54.475781+00:00"
"73bc69fa-9ba9-4533-a243-ebc11651339f"$"The Villainess Turns the Hourglass"$"2024-11-20T18:16:55.104060+00:00"
"a1620de1-6eb6-4948-b228-b232f910155a"$"Adachi to Shimamura"$"2024-11-20T18:16:55.792305+00:00"
"af737f18-6d40-4537-b0e6-ad32f2054daa"$"Hino-san no Baka"$"2024-11-20T18:16:56.842046+00:00"
"8fe5cbe9-c968-4e89-bc5b-b16a4420c70c"$"I Shall Survive Using Potions!"$"2024-11-20T18:17:03.873793+00:00"
"8572da1b-3b5d-44aa-a40c-8a92b512c336"$"Dungeon no Osananajimi"$"2024-11-20T18:17:04.494583+00:00"
"ba64bce2-ccc0-437c-87fc-aea738521e46"$"Nettaigyo wa Yuki ni Kogareru"$"2024-11-20T18:17:05.117657+00:00"
"bc9ccb3d-bb15-431d-b7ef-35084514df69"$"Onna Tomodachi to Kekkon Shitemita"$"2024-11-20T18:17:05.680135+00:00"
"be314f77-95d8-4722-8369-7ae6cb1a536b"$"Muryoku Seijo to Munou Oujo ~Maryoku Zero de Shoukansareta Seijo no Isekai Kyuukokuki~"$"2024-11-20T18:17:06.323110+00:00"
"8352a9ca-22e0-4a1c-bf1f-89f23d95262a"$"Tondemo Skill de Isekai Hourou Meshi"$"2024-11-20T18:17:13.008649+00:00"
"af66b380-623e-4dfc-9fbb-8ca093b9d5a9"$"Asumi-chan is Interested in Lesbian Brothels!"$"2024-11-20T18:17:13.848969+00:00"
"a96676e5-8ae2-425e-b549-7f15dd34a6d8"$"Komi-san wa Komyushou Desu."$"2024-11-20T18:17:15.939990+00:00"
"c431712b-231c-4d25-85fa-7ca6bf460f15"$"Vampeerz"$"2024-11-20T18:17:16.596393+00:00"
"c8a0426d-539b-4f6a-9537-fbccf4962529"$"The Moon on a Rainy Night"$"2024-11-20T18:17:17.505028+00:00"
"8bc61f6d-5b33-4c6b-bfdc-589daa4a4d78"$"In Another World With My Smartphone"$"2024-11-20T18:17:18.578952+00:00"
"7244463a-ebd5-4fb4-b71a-96d93008c1d6"$"Yuusha no Mago to Maou no Musume"$"2024-11-20T18:17:21.244575+00:00"
"7e905fc7-d534-479e-9880-f89effbf30e2"$"Kimi ga Hoeru Tame no Uta wo,"$"2024-11-20T18:17:21.854500+00:00"
"c5d731f9-c1cf-4a69-a797-cd9c2a58316b"$"The Anemone Feels The Heat"$"2024-11-20T18:17:22.608385+00:00"
"8b34f37a-0181-4f0b-8ce3-01217e9a602c"$"Please Bully Me, Miss Villainess!"$"2024-11-20T18:17:23.787786+00:00"
"9d3d3403-1a87-4737-9803-bc3d99db1424"$"The Guy She Was Interested in Wasn't a Guy at All"$"2024-11-20T18:17:25.105729+00:00"
"6ecc62e4-25ad-4102-b0d8-580a8023d2fb"$"The Summer You Were There"$"2024-11-20T18:17:26.714565+00:00"
"7f952b22-812d-4252-88e1-a99818f13acd"$"The Duke of Death and His Maid"$"2024-11-20T18:17:29.342788+00:00"
"c26269c7-0f5d-4966-8cd5-b79acb86fb7a"$"Sewayaki Kitsune no Senko-san"$"2024-11-20T18:17:30.987947+00:00"
"95f7b86c-008c-4c6a-8c96-017577daef9d"$"Konohana Kitan"$"2024-11-20T18:17:32.235351+00:00"
"87d16991-715f-4a8a-b096-d1f933891ffd"$"Shiro no Kokoku Monogatari"$"2024-11-20T18:17:33.593746+00:00"
"8599405b-b87b-432f-a08e-0649f53b364a"$"Acchi Kocchi"$"2024-11-20T18:17:34.211501+00:00"
"7350be91-b5e1-467d-89df-a089d014d20b"$"Seijo no Maryoku wa Bannou desu"$"2024-11-20T18:17:34.820958+00:00"
"a871a3a2-aa04-4fff-8dac-a6ec969b54d1"$"Ore no Imouto ga Konnani Kawaii Wake ga Nai: Kuroneko If"$"2024-11-20T18:17:35.344324+00:00"
"be2efc56-1669-4e42-9f27-3bd232bca8ea"$"Ningen ni Koisuru Shinigami-chan"$"2024-11-20T18:17:35.994240+00:00"
"9243a9d0-13dc-452d-b123-c6d5c28e46d2"$"Shy na Ano Ko ni Natsukaretai"$"2024-11-20T18:17:36.655014+00:00"
"a04b95bf-6609-4a45-bedc-99d560acad6e"$"Drugstore in Another World: The Slow Life of a Cheat Pharmacist"$"2024-11-20T18:17:37.288266+00:00"
"78218ec5-b7ea-4c03-accd-df98c3d8e350"$"Cardcaptor Sakura: Clear Card"$"2024-11-20T18:17:40.106117+00:00"
"90c7a733-0f38-4cf7-b6cb-17c94406c86f"$"The Terrifying Hitman and the Little Girl He Took in"$"2024-11-20T18:17:40.611699+00:00"
"9937f7da-7913-49cb-a354-2e4ecd9cbd52"$"Full Clearing Another World under a Goddess with Zero Believers"$"2024-11-20T18:17:45.108262+00:00"
"b997eeb1-a9a9-4d49-a107-e757a2f5ad90"$"Our Wonderful Days"$"2024-11-20T18:17:45.663259+00:00"
"761064a4-bd69-4cb4-a45d-e5b5c74016d5"$"Warning! Beware of the Dog"$"2024-11-20T18:17:46.346551+00:00"
"9c5d8dd6-4dce-4f07-ab4e-4f7dfb85b784"$"High School DxD"$"2024-11-20T18:17:47.271411+00:00"
"a7743106-23b9-405e-a5a1-99854e4948ec"$"Ayakashiko"$"2024-11-20T18:17:48.414673+00:00"
"8a3d319d-2d10-4364-928c-0f30fd367c24"$"Hinamatsuri"$"2024-11-20T18:17:50.762603+00:00"
"a6a9c19f-ccc5-44af-8bec-7da090220bd3"$"Childhood Friend, Big Love"$"2024-11-20T18:17:51.473644+00:00"
"b77668ed-0810-4327-9684-46ca371e370e"$"The Two of Them Are Pretty Much Like This"$"2024-11-20T18:17:52.399103+00:00"
"7c418a1c-9241-451e-995a-31f673b4340a"$"Sleepy Princess in the Demon Castle"$"2024-11-20T18:17:59.373724+00:00"
"a3ebdf54-8715-4bd8-a1cf-fb0c3cc3d849"$"An Evil Dragon That Was Sealed Away for 300 Years Became My Friend (Pre-Serialization)"$"2024-11-20T18:17:59.905239+00:00"
"745e53bd-367a-40cf-ae62-caf8e86e0301"$"A Girl Who Can't Speak Thinks ""She Is Too Kind."""$"2024-11-20T18:18:00.579923+00:00"
"aafb046c-9de4-4c3d-990c-6d75b079c0b9"$"Release That Witch"$"2024-11-20T18:18:04.084146+00:00"
"9b3d1a67-941f-4538-9e75-3797eeb3771f"$"A Story About Treating a Female Knight, Who Has Never Been Treated as a Woman, as a Woman"$"2024-11-20T18:18:05.869897+00:00"
